max_demand_ratio,element_tag,element_id,final_state,kind,mid_y,distance_to_support_m
1.8696695499604918,4,M004,FALLA,ARCH,-40.19842485625,4.1377272562500025
1.8554790451230627,119,M119,FALLA,ARCH,-108.3723070625,5.099273437500003
1.8513558972934792,38,M038,FALLA,ARCH,-94.7742445625,8.498789062499995
1.838834329576289,8,M008,FALLA,ARCH,-45.71539453125,9.654696931250001
1.8347269521082086,117,M117,FALLA,ARCH,-104.9727914375,8.498789062499995
1.8271716023451614,131,M131,FALLA,SPANDREL,-61.6469362,3.5183599
1.8171559701407116,139,M139,FALLA,SPANDREL,-89.67497112500001,3.3995156250000065
1.8136759605764148,95,M095,FALLA,ARCH,-66.92447605000001,8.795899750000011
1.791516160412304,77,M077,FALLA,ARCH,-40.19842485625,4.1377272562500025
1.7816264082211355,24,M024,FALLA,ARCH,-70.44283595,12.314259650000004
1.7792971348239726,111,M111,FALLA,ARCH,-94.7742445625,8.498789062499995
1.768797247148647,20,M020,FALLA,ARCH,-63.40611615,5.277539850000004
1.7674689636282468,14,M014,FALLA,ARCH,-53.99084904375,4.137727256249995
1.7673699161697365,81,M081,FALLA,ARCH,-45.71539453125,9.654696931250001
1.7646212848848695,10,M010,FALLA,ARCH,-48.47387936875,9.654696931250001
1.7570495079569688,56,M056,FALLA,SPANDREL,-55.3700914625,2.7584848374999993
1.7454563274610944,40,M040,FALLA,ARCH,-98.1737601875,11.898304687499987
1.735676461107243,36,M036,FALLA,ARCH,-91.37472893750001,5.099273437500003
1.7355105657301149,12,M012,FALLA,ARCH,-51.23236420625,6.896212093750002
1.710905359955869,97,M097,FALLA,ARCH,-70.44283595,12.314259650000004
1.7081853196379744,26,M026,FALLA,ARCH,-73.96119585,12.314259650000011
1.7010032716585008,50,M050,FALLA,SPANDREL,-38.8191824375,2.7584848374999993
1.6931578911850536,93,M093,FALLA,ARCH,-63.40611615,5.277539850000004
1.693156871478317,83,M083,FALLA,ARCH,-48.47387936875,9.654696931250001
1.6930761698057244,128,M128,FALLA,SPANDREL,-52.611606625,5.516969674999999
1.6841894007689604,129,M129,FALLA,SPANDREL,-55.3700914625,2.7584848374999993
1.679071197738892,6,M006,FALLA,ARCH,-42.95690969375,6.896212093750002
1.678290953265186,64,M064,FALLA,SPANDREL,-82.75709560000001,3.518359899999993
1.6746577868776489,113,M113,FALLA,ARCH,-98.1737601875,11.898304687499987
1.671934766085978,42,M042,FALLA,ARCH,-101.57327581250001,11.898304687499987
1.667539834874635,72,M072,FALLA,SPANDREL,-110.072064875,3.3995156250000065
1.6621393873415247,85,M085,FALLA,ARCH,-51.23236420625,6.896212093750002
1.6616147138817456,28,M028,FALLA,ARCH,-77.47955575,8.795899750000004
1.6396106065487015,51,M051,FALLA,SPANDREL,-41.577667274999996,5.516969674999999
1.637464271372708,99,M099,FALLA,ARCH,-73.96119585,12.314259650000011
1.6308010818814227,136,M136,FALLA,SPANDREL,-79.2387357,7.0367198
1.6281431644704925,123,M123,FALLA,SPANDREL,-38.8191824375,2.7584848374999993
1.6268651372923237,44,M044,FALLA,ARCH,-104.9727914375,8.498789062499995
1.6241525354179212,58,M058,FALLA,SPANDREL,-61.6469362,3.5183599
1.622789573595969,60,M060,FALLA,SPANDREL,-68.683656,10.5550797
1.6189497637930157,144,M144,FALLA,SPANDREL,-106.67254925,6.799031249999999
1.6131339675051528,66,M066,FALLA,SPANDREL,-89.67497112500001,3.3995156250000065
1.6086038921534846,68,M068,FALLA,SPANDREL,-96.474002375,10.198546874999991
1.6079110100637428,137,M137,FALLA,SPANDREL,-82.75709560000001,3.518359899999993
1.6063197150836845,22,M022,FALLA,ARCH,-66.92447605000001,8.795899750000011
1.6011362255025328,115,M115,FALLA,ARCH,-101.57327581250001,11.898304687499987
1.6006720812549375,125,M125,FALLA,SPANDREL,-44.3361521125,8.275454512500005
1.5982283070850827,54,M054,FALLA,SPANDREL,-49.8531217875,8.275454512499998
1.596812207294308,145,M145,FALLA,SPANDREL,-110.072064875,3.3995156250000065
1.589731215444266,101,M101,FALLA,ARCH,-77.47955575,8.795899750000004
1.578754238842654,59,M059,FALLA,SPANDREL,-65.1652961,7.036719800000007
1.5734151472781017,124,M124,FALLA,SPANDREL,-41.577667274999996,5.516969674999999
1.5667255778642086,67,M067,FALLA,SPANDREL,-93.07448675,6.799031249999999
1.5601893823296555,133,M133,FALLA,SPANDREL,-68.683656,10.5550797
1.5577816826655668,62,M062,FALLA,SPANDREL,-75.7203758,10.555079700000007
1.5526890000000002,147,M147,FALLA,DECK_CROSS,-36.0606976,0.0
1.5458996924593458,141,M141,FALLA,SPANDREL,-96.474002375,10.198546874999991
1.5434879924711096,70,M070,FALLA,SPANDREL,-103.27303362500001,10.198546874999991
1.5362460000000002,155,M155,FALLA,DECK_CROSS,-58.1285763,0.0
1.5346901786688563,127,M127,FALLA,SPANDREL,-49.8531217875,8.275454512499998
1.5198030000000002,163,M163,FALLA,DECK_CROSS,-86.2754555,0.0
1.514315290318464,132,M132,FALLA,SPANDREL,-65.1652961,7.036719800000007
1.5033600000000003,171,M171,FALLA,DECK_CROSS,-113.4715805,0.0
1.5021277296020714,55,M055,FALLA,SPANDREL,-52.611606625,5.516969674999999
1.5020670619523524,140,M140,FALLA,SPANDREL,-93.07448675,6.799031249999999
1.4951814913992534,135,M135,FALLA,SPANDREL,-75.7203758,10.555079700000007
1.4941838700966867,120,M120,FALLA,DECK_LONG,-111.77182268749999,1.6997578125000103
1.4904375133150458,90,M090,FALLA,DECK_LONG,-59.887756249999995,1.7591799499999965
1.4826651550809022,53,M053,FALLA,SPANDREL,-47.094636949999995,11.033939349999997
1.4807837927769707,143,M143,FALLA,SPANDREL,-103.27303362500001,10.198546874999991
1.4652785273716018,106,M106,FALLA,DECK_LONG,-87.97521331250002,1.6997578125000103
1.4553448012420895,61,M061,FALLA,SPANDREL,-72.2020159,14.0734396
1.4449194996001058,63,M063,FALLA,SPANDREL,-79.2387357,7.0367198
1.439659944753265,69,M069,FALLA,SPANDREL,-99.873518,13.598062499999997
1.4324348140472765,71,M071,FALLA,SPANDREL,-106.67254925,6.799031249999999
1.4215533712259845,15,M015,FALLA,DECK_LONG,-56.749333881249996,1.3792424187500032
1.4201865585945108,126,M126,FALLA,SPANDREL,-47.094636949999995,11.033939349999997
1.4173890185158224,52,M052,FALLA,SPANDREL,-44.3361521125,8.275454512500005
1.3933137113530822,134,M134,FALLA,SPANDREL,-72.2020159,14.0734396
1.391985061104485,1,M001,FALLA,DECK_LONG,-37.439940018749994,1.379242418749996
1.377585054929741,142,M142,FALLA,SPANDREL,-99.873518,13.598062499999997
1.3624167509829836,88,M088,FALLA,DECK_LONG,-56.749333881249996,1.3792424187500032
1.3531312342280732,31,M031,FALLA,DECK_LONG,-84.51627555000002,1.7591799499999894
1.3328484408614838,74,M074,FALLA,DECK_LONG,-37.439940018749994,1.379242418749996
1.3274222774519673,47,M047,FALLA,DECK_LONG,-111.77182268749999,1.6997578125000103
1.3243412079679011,17,M017,FALLA,DECK_LONG,-59.887756249999995,1.7591799499999965
1.3014342899532068,76,M076,FALLA,DECK_LONG,-40.19842485625,4.1377272562500025
1.2985169347268823,33,M033,FALLA,DECK_LONG,-87.97521331250002,1.6997578125000103
1.2955511817077299,104,M104,FALLA,DECK_LONG,-84.51627555000002,1.7591799499999894
1.285659328862865,13,M013,FALLA,DECK_LONG,-53.99084904375,4.137727256249995
1.2824710987747243,19,M019,FALLA,DECK_LONG,-63.40611615,5.277539850000004
1.2612816045185506,35,M035,FALLA,DECK_LONG,-91.37472893750001,5.099273437500003
1.2343907053192538,86,M086,CRITICO,DECK_LONG,-53.99084904375,4.137727256249995
1.232851681262607,92,M092,CRITICO,DECK_LONG,-63.40611615,5.277539850000004
1.2199482270038888,5,M005,CRITICO,DECK_LONG,-42.95690969375,6.896212093750002
1.2175841681819553,29,M029,CRITICO,DECK_LONG,-80.99791565000001,5.277539849999997
1.2114437295679696,108,M108,CRITICO,DECK_LONG,-91.37472893750001,5.099273437500003
1.208840959383216,84,M084,CRITICO,DECK_LONG,-51.23236420625,6.896212093750002
1.2060945137833157,27,M027,CRITICO,DECK_LONG,-77.47955575,8.795899750000004
1.1961089988139448,45,M045,CRITICO,DECK_LONG,-108.3723070625,5.099273437500003
1.1883747347269944,98,M098,CRITICO,DECK_LONG,-73.96119585,12.314259650000011
1.1835818025068323,43,M043,CRITICO,DECK_LONG,-104.9727914375,8.498789062499995
1.1788816294143645,154,M154,CRITICO,DECK_CROSS,-55.3700914625,2.7584848374999993
1.1718167339809735,78,M078,CRITICO,DECK_LONG,-42.95690969375,6.896212093750002
1.1698209945717872,21,M021,CRITICO,DECK_LONG,-66.92447605000001,8.795899750000011
1.167964750669838,102,M102,CRITICO,DECK_LONG,-80.99791565000001,5.277539849999997
1.1646686688471757,114,M114,CRITICO,DECK_LONG,-101.57327581250001,11.898304687499987
1.1589389388083289,100,M100,CRITICO,DECK_LONG,-77.47955575,8.795899750000004
1.1535440297312514,3,M003,CRITICO,DECK_LONG,-40.19842485625,4.1377272562500025
1.1472198423683735,37,M037,CRITICO,DECK_LONG,-94.7742445625,8.498789062499995
1.1462711238633638,118,M118,CRITICO,DECK_LONG,-108.3723070625,5.099273437500003
1.1406682864835909,148,M148,CRITICO,DECK_CROSS,-38.8191824375,2.7584848374999993
1.1395605416557442,7,M007,CRITICO,DECK_LONG,-45.71539453125,9.654696931250001
1.1389471496146162,161,M161,CRITICO,DECK_CROSS,-79.2387357,7.0367198
1.1363112543268359,116,M116,CRITICO,DECK_LONG,-104.9727914375,8.498789062499995
1.1309588316400727,169,M169,CRITICO,DECK_CROSS,-106.67254925,6.799031249999999
1.125833007505605,162,M162,CRITICO,DECK_CROSS,-82.75709560000001,3.518359899999993
1.1226654195968007,94,M094,CRITICO,DECK_LONG,-66.92447605000001,8.795899750000011
1.118411523538564,170,M170,CRITICO,DECK_CROSS,-110.072064875,3.3995156250000065
1.1180266827086014,150,M150,CRITICO,DECK_CROSS,-44.3361521125,8.275454512500005
1.1027261051971207,23,M023,CRITICO,DECK_LONG,-70.44283595,12.314259650000004
1.1005573735374188,149,M149,CRITICO,DECK_CROSS,-41.577667274999996,5.516969674999999
1.0999492941883773,110,M110,CRITICO,DECK_LONG,-94.7742445625,8.498789062499995
1.0926798864610459,80,M080,CRITICO,DECK_LONG,-45.71539453125,9.654696931250001
1.0908767843381728,9,M009,CRITICO,DECK_LONG,-48.47387936875,9.654696931250001
1.090031302469372,158,M158,CRITICO,DECK_CROSS,-68.683656,10.5550797
1.0889204498824698,156,M156,CRITICO,DECK_CROSS,-61.6469362,3.5183599
1.0813166139684625,164,M164,CRITICO,DECK_CROSS,-89.67497112500001,3.3995156250000065
1.0803319720030389,166,M166,CRITICO,DECK_CROSS,-96.474002375,10.198546874999991
1.07892619015904,39,M039,CRITICO,DECK_LONG,-98.1737601875,11.898304687499987
1.0730390218544548,152,M152,CRITICO,DECK_CROSS,-49.8531217875,8.275454512499998
1.070000114124807,11,M011,CRITICO,DECK_LONG,-51.23236420625,6.896212093750002
1.059525019003508,157,M157,CRITICO,DECK_CROSS,-65.1652961,7.036719800000007
1.056333097535106,96,M096,CRITICO,DECK_LONG,-70.44283595,12.314259650000004
1.054548751086567,25,M025,CRITICO,DECK_LONG,-73.96119585,12.314259650000011
1.0512660803850749,165,M165,CRITICO,DECK_CROSS,-93.07448675,6.799031249999999
1.0457077404713704,160,M160,CRITICO,DECK_CROSS,-75.7203758,10.555079700000007
1.0439961291434745,82,M082,CRITICO,DECK_LONG,-48.47387936875,9.654696931250001
1.0359347676741466,168,M168,CRITICO,DECK_CROSS,-103.27303362500001,10.198546874999991
1.0324823475362999,112,M112,CRITICO,DECK_LONG,-98.1737601875,11.898304687499987
1.0306960458969636,41,M041,CRITICO,DECK_LONG,-101.57327581250001,11.898304687499987
1.0068190483465345,153,M153,CRITICO,DECK_CROSS,-52.611606625,5.516969674999999
0.9945238129520859,151,M151,ALTO,DECK_CROSS,-47.094636949999995,11.033939349999997
0.9760136520997618,159,M159,ALTO,DECK_CROSS,-72.2020159,14.0734396
0.9653079457696585,167,M167,ALTO,DECK_CROSS,-99.873518,13.598062499999997
