load_factor,elasticity_factor,stiffness_loss,affected_component,maximum_vertical_displacement_mm,maximum_total_displacement_mm,approximate_maximum_stress_mpa,risk_index,structural_state,data_status
0.8,0.9,0.4,ARCH,2.0898133333333333,3.2398848,36.495360000000005,0.44440308859259264,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.4,DECK,1.7610786516853931,2.6038400000000004,28.978380800000004,0.34350040476124843,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.4,SUPPORT,2.56944262295082,4.241652459016393,42.5811968,0.5620008753497997,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.5,ARCH,2.551424,3.9555302400000003,38.7072,0.5288889863111111,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.5,DECK,1.9932999999999996,2.9471905,30.334976000000005,0.39155639233888895,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.5,SUPPORT,3.5436444444444444,5.849871111111111,45.674496,0.7173485610765432,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.6,ARCH,3.255964444444444,5.0477951999999995,40.91904,0.6386404728888889,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.6,DECK,2.292932707355242,3.390211956181534,31.691571200000002,0.44607382679336466,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,0.9,0.6,SUPPORT,5.613731800766284,9.267184674329501,48.767795199999995,0.9197841567656705,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.0,ARCH,1.0415055238095239,1.6146695314285715,27.648000000000003,0.18814810270476193,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.0,DECK,1.0415055238095239,1.5399163123809525,23.552000000000003,0.16913322422857144,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.0,SUPPORT,1.0415055238095239,1.719324038095238,30.208,0.20249458590476188,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.1,ARCH,1.1595377777777776,1.7976576,29.859840000000005,0.23676854891005292,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.1,DECK,1.124551724137931,1.6627041379310348,24.908595200000004,0.20273178953523813,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.1,SUPPORT,1.1967706422018347,1.9756366972477062,33.3012992,0.26689858276948886,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.2,ARCH,1.3122742857142855,2.034448457142857,32.07168000000001,0.28899836495238096,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.2,DECK,1.2264245660881172,1.8133280640854474,26.2651904,0.23813490746388966,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.2,SUPPORT,1.4110476190476189,2.3293665130568355,36.3945984,0.33784795354707625,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.3,ARCH,1.5145882993197282,2.348100440816327,34.28352,0.34638442361904764,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.3,DECK,1.3523109815354715,1.999457220602527,27.621785600000006,0.27583975067568517,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.3,SUPPORT,1.7211230674087818,2.8412410636982064,39.4878976,0.41942293132606057,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.4,ARCH,1.7912685714285714,2.7770441142857143,36.495360000000005,0.4115048462222223,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.4,DECK,1.5094959871589084,2.231862857142857,28.978380800000004,0.3165445953801177,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.4,SUPPORT,2.2023793911007026,3.635702107728337,42.5811968,0.5199846494845902,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.5,ARCH,2.186934857142857,3.3904544914285717,38.7072,0.48900025112380957,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.5,DECK,1.708542857142857,2.526163285714286,30.334976000000005,0.3612619420809524,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.5,SUPPORT,3.0374095238095236,5.014175238095238,45.674496,0.65978563109418,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.6,ARCH,2.7908266666666663,4.3266816,40.91904,0.5881518750476191,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.6,DECK,1.9653708920187791,2.9058959624413148,31.691571200000002,0.41151767181907445,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.05,0.6,SUPPORT,4.8117701149425285,7.943301149425287,48.767795199999995,0.8635191069572413,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.0,ARCH,0.9113173333333334,1.4128358400000003,27.648000000000003,0.1736177898666667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.0,DECK,0.9113173333333334,1.3474267733333336,23.552000000000003,0.15500003786666672,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.0,SUPPORT,0.9113173333333334,1.5044085333333332,30.208,0.187408296,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.1,ARCH,1.0145955555555555,1.5729504,29.859840000000005,0.22060473629629632,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.1,DECK,0.9839827586206896,1.4548661206896556,24.908595200000004,0.18748447019000003,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.1,SUPPORT,1.0471743119266055,1.728682110091743,33.3012992,0.24957688786996943,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.2,ARCH,1.14824,1.7801424000000001,32.07168000000001,0.2707498813333334,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.2,DECK,1.0731214953271029,1.5866620560747666,26.2651904,0.22154788605757011,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.2,SUPPORT,1.2346666666666666,2.0381956989247314,36.3945984,0.31747268191369177,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.3,ARCH,1.3252647619047622,2.054587885714286,34.28352,0.3254067386666667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.3,DECK,1.1832721088435376,1.7495250680272114,27.621785600000006,0.2576253115478912,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.3,SUPPORT,1.5059826839826842,2.486085930735931,39.4878976,0.39466588208363634,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.4,ARCH,1.56736,2.4299136000000003,36.495360000000005,0.3868311644444445,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.4,DECK,1.320808988764045,1.9528800000000004,28.978380800000004,0.29632773834426973,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.4,SUPPORT,1.9270819672131148,3.181239344262295,42.5811968,0.4884724800856831,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.5,ARCH,1.913568,2.9666476800000003,38.7072,0.4590836997333334,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.5,DECK,1.494975,2.210392875,30.334976000000005,0.3385411043875,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.5,SUPPORT,2.6577333333333333,4.387403333333333,45.674496,0.6166134336074074,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.6,ARCH,2.4419733333333333,3.7858464000000005,40.91904,0.5502854266666668,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.6,DECK,1.7196995305164315,2.54265896713615,31.691571200000002,0.3856005555883568,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.8,1.2,0.6,SUPPORT,4.210298850574713,6.950388505747126,48.767795199999995,0.8213203196009196,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.0,ARCH,2.2468386666666667,3.48332472,32.832,0.32332503393333334,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.0,DECK,2.2468386666666667,3.322059686666667,27.968,0.29766380335000003,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.0,SUPPORT,2.2468386666666667,3.7090957666666666,35.872,0.34467497008333337,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.1,ARCH,2.5012866666666667,3.8778012,35.458560000000006,0.38650557559259263,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.1,DECK,2.425816810344828,3.586687532327586,29.578956800000004,0.3410450369919684,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.1,SUPPORT,2.5816032110091744,4.261727236238532,39.5452928,0.429157622268945,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.2,ARCH,2.830145,4.3876377,38.08512,0.45690373291666664,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.2,DECK,2.6449953271028037,3.9107535747663555,31.1899136,0.38804005110302187,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.2,SUPPORT,3.0431666666666666,5.023679166666667,43.218585600000004,0.5267453973621148,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.3,ARCH,3.26530380952381,5.062274228571429,40.71168,0.5376127697619049,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.3,DECK,2.915449829931973,4.310633643707483,32.8008704,0.43964447907770404,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.3,SUPPORT,3.7105725108225114,6.12543704004329,46.891878399999996,0.6456077226298919,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.4,ARCH,3.859913333333334,5.984110800000002,43.338240000000006,0.633788125888889,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.4,DECK,3.2527359550561803,4.8093275,34.4118272,0.49725668242520604,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.4,SUPPORT,4.745795081967214,7.834389139344263,50.56517120000001,0.7967202003954647,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.5,ARCH,4.709644,7.30146744,45.9648,0.7530429262,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.5,DECK,3.6794093749999996,5.440184796874999,36.022784,0.5629042853338542,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.5,SUPPORT,6.5411722222222215,10.798209305555556,54.238464,0.9545220608000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.6,ARCH,6.005836666666667,9.3109842,48.59136,0.8756034205000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.6,DECK,4.229462441314554,6.253464870892017,37.6337408,0.6396430031297182,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.6,0.6,SUPPORT,10.354890804597702,17.093920545977014,57.91175679999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.0,ARCH,1.7974709333333332,2.786659776,32.832,0.27705010714666667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.0,DECK,1.7974709333333332,2.6576477493333335,27.968,0.2527596293466667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.0,SUPPORT,1.7974709333333332,2.967276613333333,35.872,0.2964809894,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.1,ARCH,2.0010293333333333,3.10224096,35.458560000000006,0.3350257468740741,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.1,DECK,1.940653448275862,2.8693500258620683,29.578956800000004,0.2925984228522414,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.1,SUPPORT,2.0652825688073393,3.409381788990826,39.5452928,0.37381979091382267,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.2,ARCH,2.2641159999999996,3.510110159999999,38.08512,0.3987754791333333,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.2,DECK,2.1159962616822425,3.128602859813084,31.1899136,0.3353282407330842,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.2,SUPPORT,2.434533333333333,4.018943333333333,43.218585600000004,0.4616426907536918,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.3,ARCH,2.612243047619048,4.049819382857144,40.71168,0.47077391500952387,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.3,DECK,2.332359863945578,3.4485069149659857,32.8008704,0.3817455897048299,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.3,SUPPORT,2.968458008658009,4.900349632034632,46.891878399999996,0.5664852307332467,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.4,ARCH,3.0879306666666673,4.787288640000002,43.338240000000006,0.5551454063111112,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.4,DECK,2.602188764044944,3.8474619999999997,34.4118272,0.43296915897483146,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.4,SUPPORT,3.796636065573771,6.267511311475411,50.56517120000001,0.7017399145689619,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.5,ARCH,3.7677151999999996,5.841173951999999,45.9648,0.6593137862933334,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.5,DECK,2.9435274999999996,4.3521478375,36.022784,0.49062104789374994,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.5,SUPPORT,5.232937777777777,8.638567444444444,54.238464,0.8796611771888888,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.6,ARCH,4.804669333333333,7.448787359999999,48.59136,0.7964600548,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.6,DECK,3.383569953051643,5.002771896713614,37.6337408,0.5571458287224412,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.75,0.6,SUPPORT,8.283912643678162,13.67513643678161,57.91175679999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.0,ARCH,1.4978924444444444,2.32221648,32.832,0.24620015595555556,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.0,DECK,1.4978924444444444,2.2147064577777775,27.968,0.22282351334444445,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.0,SUPPORT,1.4978924444444444,2.472730511111111,35.872,0.26435166894444445,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.1,ARCH,1.6675244444444444,2.5852008,35.458560000000006,0.3007058610617284,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.1,DECK,1.6172112068965516,2.3911250215517237,29.578956800000004,0.26030068009242335,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.1,SUPPORT,1.7210688073394496,2.841151490825688,39.5452928,0.3369279033437411,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.2,ARCH,1.886763333333333,2.9250917999999992,38.08512,0.3600233099444444,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.2,DECK,1.7633302180685357,2.607169049844237,31.1899136,0.30018703381979234,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.2,SUPPORT,2.0287777777777776,3.349119444444444,43.218585600000004,0.4182408863480765,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.3,ARCH,2.1768692063492066,3.374849485714286,40.71168,0.42621467850793654,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.3,DECK,1.9436332199546487,2.873755762471655,32.8008704,0.34314633012291385,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.3,SUPPORT,2.473715007215007,4.083624693362193,46.891878399999996,0.51373690280215,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.4,ARCH,2.5732755555555555,3.9894072000000005,43.338240000000006,0.5027169265925926,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.4,DECK,2.16849063670412,3.206218333333333,34.4118272,0.3901108100079151,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.4,SUPPORT,3.1638633879781426,5.222926092896175,50.56517120000001,0.6345763724696905,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.5,ARCH,3.139762666666666,4.86764496,45.9648,0.5957165819111111,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.5,DECK,2.452939583333333,3.6267898645833325,36.022784,0.4424322229336805,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
